season;team_api_id;player_id;overall_rating;potential;finishing;heading_accuracy;short_passing;dribbling;sprint_speed;balance;shot_power;jumping;stamina;strength;positioning;penalties;sliding_tackle
2014/2015;9989;277779;64.0;71.333336;51.0;26.0;56.0;71.0;78.0;91.0;57.0;84.0;52.0;33.0;54.0;44.0;27.0
2014/2015;9991;26916;68.5;68.666664;65.333336;74.666664;68.5;60.833332;67.833336;46.0;69.5;65.333336;88.0;83.666664;75.5;68.0;60.833332
2014/2015;9991;173449;69.14286;74.57143;53.714287;69.71429;71.71429;66.0;67.57143;59.0;75.0;68.28571;77.42857;82.0;66.0;68.0;64.0
2014/2015;9985;159883;71.666664;73.833336;25.0;25.0;26.0;25.0;38.0;46.0;38.0;67.0;34.0;68.0;25.0;34.0;25.0
2014/2015;9985;171338;68.25;69.25;36.0;68.75;60.75;34.0;69.0;54.0;43.0;34.0;77.0;78.5;50.0;66.0;68.75
2014/2015;9985;104389;72.14286;74.85714;73.0;46.0;71.0;74.14286;83.0;77.0;81.0;82.0;50.285713;68.0;68.28571;72.57143;25.0
2014/2015;8573;149140;63.5;63.5;53.0;62.5;58.0;58.0;71.5;81.0;68.0;75.5;67.0;63.0;56.0;59.0;63.5
2014/2015;8573;208985;61.666668;64.166664;56.0;44.0;64.333336;62.0;64.0;70.0;61.666668;56.0;68.666664;47.0;56.0;54.0;39.666668
2014/2015;9984;188231;64.0;67.333336;32.0;63.0;63.0;48.0;63.0;62.0;56.0;64.0;69.0;72.0;45.0;42.0;62.0
2014/2015;9984;147732;66.6;70.2;60.8;66.0;59.6;65.4;72.4;52.0;73.2;64.0;72.6;84.0;67.8;67.0;22.0
2014/2015;9984;178165;64.333336;66.0;57.666668;56.0;67.0;64.333336;69.666664;52.0;61.0;63.0;70.0;70.333336;68.666664;50.0;47.0
2014/2015;9994;30934;69.5;69.5;25.0;25.0;31.0;25.0;43.0;61.0;35.0;81.0;23.0;46.0;25.0;26.0;25.0
2014/2015;9994;243250;67.0;70.666664;27.0;67.666664;61.666668;39.0;71.666664;57.0;67.0;62.0;67.666664;69.666664;27.0;42.0;65.333336
2014/2015;9994;104404;70.0;72.666664;53.0;62.0;67.0;74.0;74.0;72.0;70.0;76.0;72.0;76.0;72.0;53.0;23.0
2014/2015;9994;46335;69.333336;69.333336;68.0;73.0;68.0;67.0;67.666664;67.0;71.333336;77.333336;73.333336;70.0;74.0;73.333336;39.0
2014/2015;8203;67959;67.0;67.0;41.0;71.0;58.0;47.0;56.0;34.0;64.0;34.0;75.0;86.0;48.0;37.0;69.0
2014/2015;8203;300977;66.333336;75.166664;26.0;61.0;66.333336;58.0;75.0;64.0;66.0;82.0;77.0;71.0;52.0;45.0;65.0
2014/2015;8203;39145;68.0;68.0;63.0;46.0;64.0;74.0;74.0;81.0;67.0;67.0;81.0;57.0;57.0;61.0;24.0
2014/2015;9989;560416;59.714287;72.71429;23.0;56.0;58.0;61.0;68.0;76.0;24.0;57.0;55.0;51.0;54.0;37.0;57.0
2014/2015;8475;37963;63.0;63.8;46.0;63.4;64.0;59.2;62.0;58.4;67.0;62.0;68.0;70.4;56.8;54.0;62.8
2014/2015;8475;139922;66.333336;68.666664;40.333332;48.0;62.0;62.666668;78.0;65.0;65.0;81.333336;82.0;63.666668;61.666668;44.0;62.666668
2014/2015;8475;178291;65.0;65.0;65.71429;67.14286;65.71429;62.142857;53.285713;56.857143;71.85714;42.0;69.28571;75.85714;72.14286;62.0;43.42857
2014/2015;8475;466203;64.454544;68.90909;68.63636;64.27273;56.636364;57.545456;67.0;60.0;63.636364;64.72727;60.18182;63.0;67.0;64.72727;20.0
2014/2015;8475;8930;64.5;64.5;39.0;66.0;61.5;55.75;55.5;61.0;65.0;62.0;64.0;68.0;45.0;61.0;65.0
2014/2015;10001;306731;64.666664;68.333336;28.0;67.0;62.0;46.0;68.0;56.0;45.0;64.0;61.666668;78.0;38.0;46.0;61.0
2014/2015;10001;166664;63.0;65.0;57.0;50.0;61.0;62.0;70.0;75.0;58.0;66.0;65.0;65.0;60.0;53.0;34.0
2014/2015;10001;209782;63.75;67.0;42.0;64.0;65.0;58.0;67.0;53.0;61.0;53.0;67.0;67.0;53.0;51.0;62.0
2014/2015;8342;109061;72.0;74.0;63.0;65.0;77.666664;65.333336;61.666668;70.0;74.0;66.0;85.333336;72.666664;64.0;78.0;68.333336
2014/2015;8342;315459;69.71429;77.14286;67.28571;48.0;68.0;71.42857;77.71429;69.0;81.85714;66.57143;75.28571;63.57143;69.0;64.0;31.142857
2014/2015;9986;515189;62.0;72.0;31.0;43.0;61.0;67.0;64.0;69.0;55.0;68.0;60.0;57.0;46.0;44.0;59.0
2014/2015;8635;245599;65.75;75.5;25.0;25.0;47.0;25.0;48.0;42.0;39.0;65.0;37.0;74.0;25.0;29.0;25.0
2014/2015;8635;210389;68.0;74.4;25.0;58.0;63.0;50.4;72.0;62.0;59.0;56.0;81.4;69.0;52.0;40.0;66.0
2014/2015;8635;309083;69.4;78.1;66.2;52.5;64.5;69.3;92.0;89.5;72.7;86.0;83.6;68.0;60.5;62.0;57.5
2014/2015;8635;69653;70.77778;71.0;67.111115;68.0;71.22222;66.0;66.22222;63.0;69.0;70.666664;84.0;70.0;71.0;62.77778;65.0
2014/2015;8635;166302;70.0;73.75;71.0;67.0;68.0;70.0;84.0;80.0;66.0;88.0;62.5;62.25;70.0;67.0;25.0
2014/2015;10000;489501;61.0;71.0;24.0;60.0;45.0;55.0;74.0;57.0;46.0;67.0;56.0;62.0;22.0;38.0;65.0
2014/2015;10000;166179;66.0;70.0;40.0;60.0;67.0;70.0;73.0;66.0;60.0;86.0;70.0;71.0;64.0;60.0;65.0
2014/2015;10000;45839;69.0;70.0;72.5;72.75;58.0;62.75;61.25;35.0;70.0;34.0;63.5;78.5;72.75;63.0;24.0
2014/2015;10000;45944;69.666664;69.666664;65.0;44.0;69.666664;72.333336;76.666664;83.0;71.666664;70.666664;41.333332;53.333332;68.0;82.0;36.0
2014/2015;9985;482397;68.42857;78.14286;52.0;63.0;68.57143;60.714287;67.0;72.0;72.71429;64.0;80.85714;62.857143;45.0;54.0;68.0
2014/2015;9994;72545;71.0;71.0;16.0;60.0;71.0;65.0;75.0;70.0;61.0;78.0;72.0;71.0;59.0;37.0;70.0
2014/2015;9994;277821;69.5;75.5;60.0;48.0;69.5;75.0;71.5;82.0;68.0;58.0;56.0;30.0;61.0;64.0;25.0
2014/2015;8342;50027;71.0;71.0;50.0;36.0;78.0;56.0;64.0;71.0;82.0;71.0;77.0;74.0;73.0;57.0;57.0
2014/2015;274581;559063;58.333332;70.333336;56.166668;53.166668;60.833332;63.5;74.0;66.5;59.666668;74.0;60.166668;62.666668;49.333332;48.333332;44.833332
2014/2015;8571;95615;66.5;68.333336;63.0;58.0;65.0;64.666664;77.0;74.0;59.0;74.0;78.0;61.666668;66.0;64.0;63.5
2014/2015;8571;166670;66.14286;69.14286;57.142857;50.857143;68.57143;68.71429;59.42857;76.0;65.57143;59.142857;67.0;54.714287;66.57143;66.0;45.0
2014/2015;10001;37117;63.0;63.0;14.0;13.0;24.0;14.0;59.0;37.0;28.0;65.0;32.0;70.0;12.0;24.0;12.0
2014/2015;9985;449276;62.0;72.0;43.0;55.0;65.0;64.0;61.0;68.0;54.0;56.0;62.0;72.0;43.0;51.0;53.0
2014/2015;8635;424129;66.1;77.7;51.2;65.1;69.7;63.0;70.7;64.5;71.2;66.3;74.0;65.5;56.6;43.0;63.0
2014/2015;8635;21726;71.4;75.4;43.0;39.0;66.6;78.0;78.8;83.0;56.0;84.0;81.8;42.2;64.8;53.0;38.0
2014/2015;9986;93347;64.75;67.25;30.0;72.0;65.5;54.0;67.0;63.5;41.0;73.0;74.5;70.0;38.0;32.0;62.75
2014/2015;9986;266105;59.25;67.25;52.0;32.0;55.75;63.0;80.5;67.0;62.5;71.0;57.0;58.0;51.0;48.0;21.0
2014/2015;9986;41146;65.0;65.0;71.0;74.0;52.0;58.0;30.0;55.0;71.0;74.0;31.0;74.0;75.0;74.0;25.0
2014/2015;8475;104411;67.333336;68.5;38.0;67.333336;67.333336;55.0;56.833332;61.333332;70.166664;66.0;73.0;68.0;46.0;54.666668;66.0
2014/2015;8475;104410;65.0;66.666664;59.0;56.0;64.0;67.0;66.666664;75.0;70.0;65.0;67.0;58.0;62.0;58.0;56.666668
2014/2015;9989;559065;61.0;73.333336;23.0;57.0;58.0;61.0;55.0;58.0;26.0;73.0;61.0;66.0;29.0;42.0;61.0
2014/2015;9989;149258;66.71429;66.71429;65.0;69.57143;65.28571;64.57143;47.42857;62.714287;71.0;72.28571;65.0;71.28571;70.71429;64.0;37.0
2014/2015;9989;289222;64.0;68.666664;63.0;62.0;54.0;62.0;74.0;62.0;71.0;78.0;70.0;74.0;62.0;61.0;25.0
2014/2015;9989;75405;66.0;66.0;65.0;71.0;60.0;61.0;64.0;43.0;73.0;63.0;60.0;86.0;68.0;63.0;34.0
2014/2015;9989;466260;58.0;66.166664;23.0;51.0;61.0;58.0;63.0;82.0;54.0;57.0;66.0;59.0;58.0;48.0;39.0
2014/2015;10001;68120;65.0;68.333336;47.0;45.0;62.0;65.0;82.0;75.0;64.0;72.0;62.0;58.0;57.0;52.0;42.0
2014/2015;8203;181140;63.0;66.25;45.0;54.0;62.0;59.0;72.0;79.0;67.0;74.0;78.0;61.0;55.0;52.0;59.0
2014/2015;8203;401004;58.0;71.0;51.0;32.0;59.0;63.0;75.0;65.0;58.0;32.0;44.0;70.0;48.0;53.0;41.0
2014/2015;9984;466443;64.0;70.333336;21.0;63.0;61.0;29.0;70.0;58.0;38.0;75.0;59.0;70.0;22.0;42.0;61.0
2014/2015;9984;38786;65.666664;65.666664;56.0;61.333332;64.0;69.0;72.0;54.0;67.0;60.0;85.0;71.0;70.0;58.0;41.333332
2014/2015;9985;33620;72.666664;72.666664;66.0;84.0;74.0;67.0;74.666664;42.0;82.0;87.666664;93.333336;91.666664;72.0;62.0;68.0
2014/2015;8342;41005;70.5;70.5;38.0;59.0;71.0;58.0;68.0;62.0;72.0;70.0;81.5;62.0;38.0;77.0;69.0
2014/2015;9987;354175;62.0;72.0;21.0;62.0;61.0;57.0;71.0;65.0;43.0;68.0;55.0;62.0;53.0;43.0;60.0
2014/2015;9987;173730;69.6;76.2;64.0;38.0;68.0;75.4;74.0;67.6;64.0;55.0;59.0;59.0;65.0;46.0;35.0
2014/2015;9989;389202;63.4;74.6;42.0;30.0;61.0;70.0;80.0;80.0;45.0;72.0;34.0;37.0;54.0;49.0;25.0
2014/2015;9985;207603;67.0;74.0;54.0;58.0;66.0;70.0;78.0;85.0;60.0;60.0;62.0;40.0;64.0;60.0;25.0
2014/2015;9985;473859;60.0;71.0;33.0;56.0;58.0;51.0;62.0;68.5;41.0;67.0;57.0;55.0;44.0;46.0;64.0
2014/2015;8635;149211;63.5;73.5;62.833332;52.166668;51.0;74.0;77.0;81.0;78.0;80.0;48.833332;77.0;51.333332;64.166664;25.0
2014/2015;9984;521280;57.2;66.0;22.0;49.0;53.4;48.0;68.0;78.0;45.0;66.0;53.0;54.0;32.0;42.0;59.4
2014/2015;8573;186284;60.0;64.75;38.0;56.5;57.0;60.0;79.5;67.5;53.0;65.0;67.5;56.0;57.0;39.0;52.5
2014/2015;8571;278839;63.25;72.25;54.0;56.0;65.0;60.0;61.0;64.0;64.0;68.0;67.0;59.5;58.0;51.0;61.5
2014/2015;9991;232299;67.5;73.666664;53.0;57.0;70.0;63.0;58.5;70.0;65.166664;64.0;74.666664;60.0;65.0;55.5;59.5
2014/2015;9991;577045;63.625;72.625;63.125;39.0;64.0;66.75;66.0;72.0;64.75;58.5;57.125;55.0;64.0;59.5;29.0
2014/2015;274581;277335;57.5;59.5;54.0;56.0;57.0;60.0;78.5;65.0;55.0;55.0;61.0;62.0;51.5;45.0;46.25
2014/2015;9989;270473;65.0;68.5;25.0;25.0;32.0;25.0;29.0;33.0;26.0;69.0;37.0;67.0;25.0;32.0;25.0
2014/2015;9989;210423;63.166668;67.166664;25.0;48.0;61.166668;65.166664;73.666664;64.0;36.0;60.0;69.666664;66.0;51.166668;22.0;64.0
2014/2015;9989;178486;63.0;63.0;37.0;70.0;56.0;38.0;47.0;63.0;55.0;43.0;74.0;68.0;32.0;40.0;62.0
2014/2015;9984;33662;64.666664;64.666664;61.333332;65.333336;66.333336;59.333332;31.0;45.666668;67.333336;38.666668;57.0;69.0;72.0;70.333336;52.333332
2014/2015;8203;13131;65.75;65.75;25.0;25.0;32.0;25.0;31.0;53.0;41.0;61.0;25.0;68.0;25.0;29.0;25.0
2014/2015;8203;67896;67.0;67.333336;56.0;74.0;65.0;46.0;61.0;70.0;67.0;74.333336;73.0;71.0;63.0;65.0;66.0
2014/2015;8203;246552;62.0;70.0;63.0;58.0;58.0;62.0;65.0;61.0;62.0;51.0;58.0;72.0;59.0;59.0;25.0
2014/2015;8635;131408;;;;;;;;;;;;;;;
2014/2015;8635;154867;70.0;73.25;36.0;58.0;68.0;64.5;84.0;82.0;44.0;85.0;81.0;63.0;56.0;54.0;73.0
2014/2015;8635;178758;72.0;75.0;31.5;76.0;66.0;56.0;60.0;42.0;61.0;68.0;70.25;82.0;28.25;46.0;71.25
2014/2015;8635;163616;69.25;75.25;53.0;68.0;73.25;64.0;57.0;57.0;70.0;58.0;77.0;74.0;63.0;59.0;63.0
2014/2015;10001;33683;73.0;73.0;63.0;70.0;74.0;68.0;51.0;49.0;79.0;74.0;80.0;92.0;71.0;67.0;70.0
2014/2015;10001;346651;65.25;68.0;66.5;73.75;57.0;56.0;68.0;45.0;69.5;72.0;59.0;83.0;66.0;62.0;25.0
2014/2015;8475;80592;66.0;66.833336;62.0;65.833336;58.0;67.0;81.666664;75.0;68.166664;85.0;69.5;69.5;66.5;65.0;29.0
2014/2015;10000;554134;56.0;70.0;28.0;57.5;57.0;51.75;66.5;72.0;50.0;65.0;54.75;43.75;30.0;45.0;59.0
2014/2015;10000;242877;64.0;72.0;30.0;74.0;58.0;34.0;63.0;64.0;49.0;76.0;59.0;69.0;29.0;41.0;57.0
2014/2015;10000;21726;71.4;75.4;43.0;39.0;66.6;78.0;78.8;83.0;56.0;84.0;81.8;42.2;64.8;53.0;38.0
2014/2015;9985;512728;57.0;70.0;25.0;57.0;58.0;54.0;69.0;66.0;31.0;67.0;57.0;56.0;33.0;38.0;56.0
2014/2015;9985;560165;56.0;68.0;24.0;59.0;58.0;47.0;62.0;65.0;49.0;56.0;63.0;58.0;22.0;34.0;57.0
2014/2015;9985;168744;67.25;70.625;53.0;67.0;69.0;68.375;66.625;55.125;78.75;46.0;67.875;75.0;63.0;54.0;60.0
2014/2015;9985;512730;57.0;67.0;61.0;34.0;61.0;66.0;53.0;62.0;52.0;59.0;46.0;57.0;56.0;49.0;41.0
2014/2015;9987;463301;64.545456;75.90909;29.818182;60.81818;65.0;48.909092;56.090908;49.545456;51.727272;67.63636;73.27273;81.72727;35.727272;39.727272;69.545456
2014/2015;9987;40520;68.5;70.666664;57.0;54.666668;62.0;76.5;80.0;81.0;71.0;74.0;66.5;63.0;63.0;54.0;58.0
2014/2015;9989;512033;63.333332;73.833336;43.333332;51.0;67.0;66.0;59.0;77.0;53.666668;64.0;65.0;56.0;55.0;36.0;57.0
2014/2015;10001;441173;61.333332;71.666664;41.0;36.0;69.0;61.0;66.0;78.0;52.0;55.0;53.0;48.0;54.0;55.0;53.0
2014/2015;9994;181066;64.5;67.0;51.0;59.0;63.5;62.5;78.0;76.0;70.0;80.0;74.0;74.0;52.5;52.0;63.0
2014/2015;9989;157249;59.2;60.0;25.0;60.0;36.4;21.0;53.0;62.0;23.0;71.0;66.0;69.0;40.0;40.0;61.8
2014/2015;9989;427980;64.0;72.666664;36.0;65.0;64.0;58.0;83.0;59.0;65.0;71.0;82.0;82.0;42.0;53.0;57.0
2014/2015;8571;208718;62.666668;69.333336;25.0;25.0;37.0;25.0;57.0;48.333332;33.0;65.0;28.0;68.0;25.0;34.0;25.0
2014/2015;9984;466157;54.2;69.8;25.0;50.6;56.4;40.0;68.0;76.0;53.0;62.6;59.0;50.0;35.0;45.0;53.2
2014/2015;9984;41463;73.666664;73.666664;67.0;53.0;73.666664;71.333336;63.666668;70.333336;69.0;61.0;68.0;44.0;72.666664;67.0;20.0
2014/2015;10000;37100;70.0;70.0;23.0;66.0;61.0;46.0;73.0;78.0;50.0;78.0;78.0;66.0;26.0;34.0;73.0
2014/2015;10000;39145;68.0;68.0;63.0;46.0;64.0;74.0;74.0;81.0;67.0;67.0;81.0;57.0;57.0;61.0;24.0
2014/2015;10000;26613;68.0;68.0;61.0;34.0;67.0;68.0;73.0;81.0;62.0;63.0;61.0;58.0;66.0;59.0;22.0
2014/2015;10000;17762;67.75;67.75;71.75;68.0;67.0;62.0;68.0;57.0;72.5;76.5;71.75;75.0;71.0;68.0;25.0
2014/2015;8635;465963;63.0;73.75;64.0;57.0;62.0;65.0;82.0;72.0;57.0;46.0;47.0;76.0;53.0;47.0;25.0
2014/2015;274581;294252;63.666668;71.666664;40.666668;53.0;66.0;61.666668;69.666664;81.0;52.333332;65.0;71.0;49.666668;48.666668;44.0;57.0
2014/2015;8573;242234;60.0;60.666668;25.0;25.0;20.0;25.0;46.0;38.0;25.0;53.0;42.0;78.0;25.0;25.0;25.0
2014/2015;10001;201804;57.75;62.5;21.0;47.5;60.75;51.25;67.0;70.0;50.0;58.0;66.0;56.75;40.0;34.0;56.5
2014/2015;10001;512734;62.0;68.8;68.0;78.0;48.0;49.0;55.0;33.0;64.0;54.0;62.0;90.0;61.0;62.0;28.0
2014/2015;8475;36872;63.0;65.5;25.0;25.0;34.0;25.0;52.0;60.0;43.0;74.0;38.0;60.0;25.0;36.0;25.0
2014/2015;8342;26594;66.333336;66.333336;25.0;25.0;36.0;25.0;28.0;37.0;22.0;52.0;25.0;65.0;25.0;25.0;25.0
2014/2015;8342;305132;72.0;78.8;45.0;75.0;73.0;58.0;68.0;50.8;82.0;76.8;64.0;81.4;40.0;62.0;75.0
2014/2015;8573;206182;69.2;72.8;73.0;63.0;67.0;70.4;77.0;84.0;73.0;73.0;68.0;44.0;70.0;72.0;34.0
2014/2015;10000;613972;59.6;72.8;59.8;58.0;58.0;59.4;75.2;57.6;62.2;62.0;69.0;58.2;56.6;65.0;25.0
2014/2015;9987;533228;57.75;72.0;25.0;56.0;50.5;28.25;74.75;55.0;45.0;71.75;66.0;76.25;22.0;34.0;54.25
2014/2015;9987;42706;69.71429;69.71429;68.0;45.0;67.42857;72.14286;76.0;85.0;72.0;73.0;73.0;62.42857;75.57143;62.0;34.0
2014/2015;8571;94284;63.6;65.2;25.6;55.8;62.0;54.2;71.8;75.4;54.6;70.4;65.6;60.0;52.0;44.0;65.4
2014/2015;9991;467486;68.0;80.0;70.0;43.363636;61.636364;73.72727;87.27273;87.0;67.90909;78.63636;65.454544;58.909092;65.63636;47.0;24.0
2014/2015;9985;203755;72.0;77.5;46.0;66.0;66.5;62.0;70.0;59.0;57.0;74.25;69.75;77.0;56.0;32.0;72.5
2014/2015;9985;148335;72.75;75.75;66.5;34.0;71.0;79.25;76.0;80.0;70.0;66.0;64.0;46.0;68.0;64.0;21.0
2014/2015;274581;265727;69.333336;74.666664;44.0;71.166664;71.666664;52.333332;68.0;57.0;58.0;77.0;68.0;71.833336;53.0;58.0;71.5
2014/2015;8475;45490;64.0;64.0;61.0;57.0;61.0;61.8;78.0;67.0;72.0;68.0;68.0;66.0;64.0;62.0;38.2
2014/2015;8475;149258;66.71429;66.71429;65.0;69.57143;65.28571;64.57143;47.42857;62.714287;71.0;72.28571;65.0;71.28571;70.71429;64.0;37.0
2014/2015;9994;213873;63.333332;71.333336;42.0;62.166668;51.0;43.5;71.666664;60.333332;57.5;73.333336;71.0;76.5;46.833332;47.833332;62.333332
2014/2015;9994;460004;61.5;67.5;32.0;52.0;61.0;56.0;67.0;67.0;59.0;65.0;65.0;60.0;59.0;34.0;61.0
2014/2015;9989;40599;69.0;69.0;51.0;72.0;74.0;61.0;61.0;48.0;81.0;57.0;44.0;65.0;68.0;60.0;62.0
2014/2015;9989;72900;63.166668;67.0;67.0;55.0;40.0;54.0;69.166664;74.0;63.5;60.0;62.0;55.333332;70.0;57.0;32.0
2014/2015;8635;71353;77.2;80.0;66.0;39.6;81.6;86.0;75.4;90.0;58.0;67.0;59.0;35.0;66.2;57.0;21.0
2014/2015;8203;183585;67.0;68.0;27.0;71.0;61.0;47.0;61.0;46.0;52.0;63.0;58.0;79.0;32.0;41.0;62.0
2014/2015;8203;311008;67.0;68.2;71.0;67.0;50.0;65.0;75.6;48.0;58.0;84.0;68.0;72.0;77.0;65.0;25.0
2014/2015;9985;450005;70.5;78.75;73.5;72.0;67.5;70.5;69.0;78.0;69.5;76.0;56.0;70.0;72.0;62.0;20.0
2014/2015;9985;306117;73.5;82.5;75.0;68.5;66.0;72.0;91.0;89.0;76.666664;92.0;78.0;63.0;71.5;62.0;24.0
2014/2015;9984;467053;58.0;72.0;49.0;37.0;49.0;62.5;82.0;78.0;63.0;38.0;52.5;40.0;48.0;55.0;29.0
2014/2015;9987;157561;68.0;72.75;64.25;58.0;64.0;72.0;84.0;74.0;69.5;79.875;68.0;65.75;62.0;49.0;37.0
2014/2015;9989;521272;57.0;69.0;33.0;27.0;55.0;66.0;67.0;77.0;37.0;55.0;38.0;29.0;41.0;40.0;22.0
2014/2015;9994;26040;69.0;69.0;64.0;51.0;70.0;74.0;74.0;70.0;65.0;53.0;55.0;57.0;61.0;77.0;33.0
2014/2015;8573;298941;67.0;76.0;33.0;69.0;64.0;45.0;61.0;44.0;56.0;67.0;69.0;76.0;41.0;42.0;63.0
2014/2015;10001;177843;61.0;65.666664;23.0;68.0;48.0;29.0;57.0;42.0;42.0;68.0;62.0;77.0;23.0;34.0;58.0
2014/2015;9994;497753;62.0;72.0;63.0;59.0;60.0;74.0;75.0;69.0;56.0;70.0;61.0;56.0;62.0;69.0;25.0
2014/2015;8342;294254;71.8;81.8;41.0;76.2;66.0;52.0;71.6;33.0;45.0;75.0;72.0;76.0;46.0;34.0;72.0
2014/2015;8342;166575;75.0;82.0;74.0;46.0;74.0;76.0;86.0;85.0;70.0;73.0;91.0;47.0;72.0;67.0;34.666668
2014/2015;8573;564854;54.25;64.25;25.0;25.0;27.0;25.0;48.0;35.0;25.0;57.0;27.0;55.0;25.0;26.0;25.0
2014/2015;8342;114688;69.0;70.666664;63.0;64.0;71.0;67.0;69.0;72.0;71.0;65.0;80.0;74.0;67.0;59.0;45.333332
2014/2015;8342;581798;65.4;78.6;63.2;71.0;65.0;63.4;81.0;31.0;72.6;72.2;47.2;90.2;60.0;60.0;25.0
2014/2015;9994;155052;68.4;71.0;68.4;35.0;67.0;74.0;75.0;69.0;66.0;42.0;65.0;54.0;62.0;64.0;23.0
2014/2015;8475;208348;65.0;66.5;27.0;70.0;45.0;21.0;45.0;36.0;59.0;47.0;64.0;81.0;23.0;34.0;67.0
2014/2015;9985;188506;68.0;78.0;71.0;61.5;49.0;67.5;81.0;74.0;71.75;64.0;61.0;78.5;67.25;67.0;25.0
2014/2015;9985;447455;62.0;72.0;37.0;50.0;64.0;60.0;65.0;75.0;61.0;57.0;65.0;52.0;49.0;46.0;57.0
2014/2015;9989;186975;68.0;73.333336;70.333336;73.333336;65.0;60.0;68.0;49.0;75.333336;71.333336;70.0;79.0;71.0;63.0;32.0
2014/2015;9987;72259;69.0;69.0;66.0;71.0;69.0;61.0;67.0;57.0;73.0;68.0;87.666664;79.0;73.0;58.0;61.0
2014/2015;9991;38419;69.0;69.5;70.0;67.0;62.0;68.0;77.0;57.0;73.0;71.0;67.0;78.0;68.0;57.0;23.0
2014/2015;8342;26771;69.75;69.75;65.0;65.0;71.0;66.0;72.0;59.0;72.5;62.0;84.25;71.0;72.0;63.0;55.0
2014/2015;9986;26502;64.0;64.0;70.0;82.0;54.0;42.0;39.0;32.0;74.0;54.5;32.0;89.0;68.0;61.0;22.0
2014/2015;9994;26613;68.0;68.0;61.0;34.0;67.0;68.0;73.0;81.0;62.0;63.0;61.0;58.0;66.0;59.0;22.0
2014/2015;9984;559084;60.0;66.75;62.0;60.0;58.0;56.0;74.0;61.0;60.0;59.0;53.0;68.0;58.0;61.0;25.0
2014/2015;9985;213729;74.4;78.0;63.8;30.8;76.8;81.4;75.2;79.8;60.8;71.8;63.8;59.0;70.2;69.8;25.0
2015/2016;8342;104384;68.0;69.75;14.0;16.0;37.0;16.0;47.5;35.0;34.0;83.0;26.0;71.0;14.0;29.0;9.0
2015/2016;8342;38797;70.0;71.5;12.0;43.0;33.0;17.0;42.0;43.0;21.0;69.0;26.0;72.0;17.0;28.0;13.0
2015/2016;8342;543969;67.0;79.0;32.0;68.0;66.0;67.0;71.0;58.0;33.0;66.0;78.0;64.0;63.0;45.0;70.0
2015/2016;8342;445873;73.0;79.0;33.0;68.0;65.0;52.0;73.0;57.0;56.0;75.0;73.0;76.0;32.0;35.0;75.0
2015/2016;8342;305132;72.666664;78.0;46.0;76.0;73.333336;59.666668;65.0;53.0;83.0;77.333336;64.0;78.333336;41.0;63.0;76.666664
2015/2016;8342;178293;72.6;76.8;36.0;68.0;61.0;68.6;77.0;75.0;68.0;80.8;81.0;76.0;62.0;63.0;79.0
2015/2016;8342;109061;75.0;75.42857;68.85714;68.28571;77.42857;66.42857;67.0;69.14286;75.0;69.71429;91.0;73.71429;78.42857;79.0;69.0
2015/2016;8342;113868;76.0;76.0;68.28571;38.0;85.57143;73.28571;46.0;71.0;64.0;34.0;55.0;58.857143;78.0;75.0;22.0
2015/2016;8342;26440;73.75;73.75;54.0;75.75;73.75;57.0;55.25;59.0;71.0;63.25;80.75;76.0;55.0;90.0;71.75
2015/2016;8342;465730;67.5;76.0;61.0;58.0;66.0;67.5;85.0;70.25;66.0;78.0;87.0;72.0;62.5;70.0;63.0
2015/2016;8342;37069;72.75;72.75;71.875;76.875;69.0;64.75;68.25;44.125;76.0;74.75;79.75;89.25;74.75;68.0;29.0
2015/2016;8342;201915;71.875;74.875;78.125;66.0;69.0;67.625;91.0;81.0;65.875;79.0;77.375;58.0;76.5;63.0;46.0
2015/2016;9985;159883;70.4;72.2;14.0;14.0;27.0;11.0;38.0;46.0;39.0;67.0;34.0;68.0;12.0;35.0;9.0
2015/2016;9985;67890;70.333336;71.333336;57.0;54.0;71.666664;72.666664;78.0;69.333336;71.666664;39.0;63.0;62.0;71.0;65.0;34.0
2015/2016;9985;174054;69.57143;73.57143;50.285713;65.28571;65.57143;62.142857;76.0;71.0;52.0;79.0;76.0;54.0;57.0;42.0;70.57143
2015/2016;9985;277848;69.666664;75.666664;24.0;71.0;64.666664;30.0;62.0;52.333332;63.0;70.0;74.0;78.333336;22.0;34.0;68.666664
2015/2016;9985;203755;73.6;77.8;47.0;67.0;69.0;65.0;70.0;59.0;58.0;79.0;80.0;77.0;57.0;33.0;77.0
2015/2016;9985;33620;73.71429;73.71429;61.42857;84.0;74.28571;64.28571;72.14286;42.0;82.14286;85.71429;86.0;91.0;73.0;63.0;72.0
2015/2016;9985;34183;70.125;70.125;39.0;74.25;70.25;61.25;54.0;51.0;68.0;74.0;75.0;83.0;50.0;49.0;71.0
2015/2016;9985;512033;66.0;77.0;58.0;52.0;68.0;73.0;67.0;77.0;63.0;54.0;65.0;56.0;56.0;37.0;58.0
2015/2016;9985;242719;72.833336;75.5;49.0;33.0;74.666664;74.833336;75.0;86.166664;76.333336;66.666664;79.333336;63.833332;70.0;55.0;62.666668
2015/2016;9985;38378;67.0;67.25;66.0;52.0;65.0;72.0;74.0;75.0;69.0;73.0;52.0;62.0;64.0;57.0;42.0
